unique_id,poly_hash,F_integral,first_source_csv,first_source_row_index,first_construction_kind,first_execution_relative_dir,first_family_index,first_curve_index,first_family_label,first_curve_label,first_affine_point_count,first_projective_lower_bound,height_F_integral,degree,is_squarefree_integral_over_Q,appearance_count,xml_file,request_status,elapsed_local_seconds,max_time,max_input,seed,version,time,memory,warning,rankbounds_lb,rankbounds_ub,rank_direct,rank_g,finiteIndex,proved,ub2,final_rank_printed,rank_Jacobian,rank_status,rank_source,assumption,magma_error,unresolved,lines_text
curve_000016_9d8f933172d4b072,9d8f933172d4b072,100*x^6 - 77*x^4 - 77*x^2 + 100,families_construct_d4_reciprocal/d4_top_curves_summary.csv,16,d4_reciprocal,,,16,D4_t=-77/100,CURBA #16,34,36,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000016_9d8f933172d4b072_9d8f933172d4b072.xml,ok,22.445,120,50000,5069427,2.29-7,13.400,129.59MB,,0,8,,8,true,false,8,8,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000016_9d8f933172d4b072 | d4_reciprocal | D4_t=-77/100 | C16
f(x) = 100*x^6 - 77*x^4 - 77*x^2 + 100
RankBounds: [0, 8]
rank(G) = 8
finiteIndex = true, proved = false, ub2 = 8
RANK DETERMINAT: rank J(Q) = 8
"
curve_000017_7473018d5f8304c6,7473018d5f8304c6,121*x^6 - 112*x^4 - 112*x^2 + 121,families_construct_d4_reciprocal/d4_top_curves_summary.csv,17,d4_reciprocal,,,17,D4_t=-112/121,CURBA #17,34,36,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000017_7473018d5f8304c6_7473018d5f8304c6.xml,ok,19.001,120,50000,38754439,2.29-7,11.689,129.59MB,,0,6,,6,true,false,6,6,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000017_7473018d5f8304c6 | d4_reciprocal | D4_t=-112/121 | C17
f(x) = 121*x^6 - 112*x^4 - 112*x^2 + 121
RankBounds: [0, 6]
rank(G) = 6
finiteIndex = true, proved = false, ub2 = 6
RANK DETERMINAT: rank J(Q) = 6
"
curve_000018_9057494a79869f31,9057494a79869f31,121*x^6 - 14*x^4 - 14*x^2 + 121,families_construct_d4_reciprocal/d4_top_curves_summary.csv,18,d4_reciprocal,,,18,D4_t=-14/121,CURBA #18,34,36,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000018_9057494a79869f31_9057494a79869f31.xml,ok,20.739,120,50000,475088515,2.29-7,13.390,129.59MB,,0,8,,8,true,false,8,8,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000018_9057494a79869f31 | d4_reciprocal | D4_t=-14/121 | C18
f(x) = 121*x^6 - 14*x^4 - 14*x^2 + 121
RankBounds: [0, 8]
rank(G) = 8
finiteIndex = true, proved = false, ub2 = 8
RANK DETERMINAT: rank J(Q) = 8
"
curve_000019_2432e7e9393c207e,2432e7e9393c207e,144*x^6 - 49*x^4 - 49*x^2 + 144,families_construct_d4_reciprocal/d4_top_curves_summary.csv,19,d4_reciprocal,,,19,D4_t=-49/144,CURBA #19,34,36,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000019_2432e7e9393c207e_2432e7e9393c207e.xml,ok,22.842,120,50000,3036277891,2.29-7,14.560,129.59MB,,0,8,,8,true,false,8,8,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000019_2432e7e9393c207e | d4_reciprocal | D4_t=-49/144 | C19
f(x) = 144*x^6 - 49*x^4 - 49*x^2 + 144
RankBounds: [0, 8]
rank(G) = 8
finiteIndex = true, proved = false, ub2 = 8
RANK DETERMINAT: rank J(Q) = 8
"
curve_000020_74045a37ec97e7a5,74045a37ec97e7a5,81*x^6 - 164*x^4 - 164*x^2 + 81,families_construct_d4_reciprocal/d4_top_curves_summary.csv,20,d4_reciprocal,,,20,D4_t=-164/81,CURBA #20,34,36,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000020_74045a37ec97e7a5_74045a37ec97e7a5.xml,ok,22.105,120,50000,508773518,2.29-7,14.050,129.59MB,,0,8,,8,true,false,8,8,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000020_74045a37ec97e7a5 | d4_reciprocal | D4_t=-164/81 | C20
f(x) = 81*x^6 - 164*x^4 - 164*x^2 + 81
RankBounds: [0, 8]
rank(G) = 8
finiteIndex = true, proved = false, ub2 = 8
RANK DETERMINAT: rank J(Q) = 8
"
curve_000021_70db7b0178481961,70db7b0178481961,196*x^6 - 62*x^4 - 62*x^2 + 196,families_construct_d4_reciprocal/d4_top_curves_summary.csv,21,d4_reciprocal,,,21,D4_t=-31/98,CURBA #21,34,36,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000021_70db7b0178481961_70db7b0178481961.xml,ok,19.068,120,50000,3003116183,2.29-7,14.300,129.59MB,,0,8,,8,true,false,8,8,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000021_70db7b0178481961 | d4_reciprocal | D4_t=-31/98 | C21
f(x) = 196*x^6 - 62*x^4 - 62*x^2 + 196
RankBounds: [0, 8]
rank(G) = 8
finiteIndex = true, proved = false, ub2 = 8
RANK DETERMINAT: rank J(Q) = 8
"
curve_000022_84e6d67f5fa1430a,84e6d67f5fa1430a,9*x^6 - 28*x^4 - 28*x^2 + 9,families_construct_d4_reciprocal/d4_top_curves_summary.csv,22,d4_reciprocal,,,22,D4_t=-28/9,CURBA #22,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000022_84e6d67f5fa1430a_84e6d67f5fa1430a.xml,ok,13.575,120,50000,441925807,2.29-7,10.480,129.59MB,,0,6,,6,true,false,6,6,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000022_84e6d67f5fa1430a | d4_reciprocal | D4_t=-28/9 | C22
f(x) = 9*x^6 - 28*x^4 - 28*x^2 + 9
RankBounds: [0, 6]
rank(G) = 6
finiteIndex = true, proved = false, ub2 = 6
RANK DETERMINAT: rank J(Q) = 6
"
curve_000024_9f3884daa73b39f3,9f3884daa73b39f3,9*x^6 + 56*x^4 + 56*x^2 + 9,families_construct_d4_reciprocal/d4_top_curves_summary.csv,24,d4_reciprocal,,,24,D4_t=56/9,CURBA #24,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000024_9f3884daa73b39f3_9f3884daa73b39f3.xml,ok,21.021,120,50000,375082194,2.29-7,10.849,129.59MB,,0,6,,6,true,false,6,6,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000024_9f3884daa73b39f3 | d4_reciprocal | D4_t=56/9 | C24
f(x) = 9*x^6 + 56*x^4 + 56*x^2 + 9
RankBounds: [0, 6]
rank(G) = 6
finiteIndex = true, proved = false, ub2 = 6
RANK DETERMINAT: rank J(Q) = 6
"
curve_000023_e208cd5c47eed963,e208cd5c47eed963,x^6 + 42*x^4 + 42*x^2 + 1,families_construct_d4_reciprocal/d4_top_curves_summary.csv,23,d4_reciprocal,,,23,D4_t=42,CURBA #23,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000023_e208cd5c47eed963_e208cd5c47eed963.xml,ok,27.755,120,50000,3203655403,2.29-7,21.239,110.56MB,,6,6,6,,,,,,6,determined_by_RankBounds,RankBounds_lb_eq_ub,GRH,,,"============================================================
curve_000023_e208cd5c47eed963 | d4_reciprocal | D4_t=42 | C23
f(x) = x^6 + 42*x^4 + 42*x^2 + 1
RankBounds: [6, 6]
RANK DETERMINAT DIRECT DIN RankBounds: rank J(Q) = 6
"
curve_000025_872afa3ea1d5a73f,872afa3ea1d5a73f,49*x^6 - 58*x^4 - 58*x^2 + 49,families_construct_d4_reciprocal/d4_top_curves_summary.csv,25,d4_reciprocal,,,25,D4_t=-58/49,CURBA #25,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000025_872afa3ea1d5a73f_872afa3ea1d5a73f.xml,ok,10.542,120,50000,274549445,2.29-7,10.189,129.59MB,,0,6,,6,true,false,6,6,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000025_872afa3ea1d5a73f | d4_reciprocal | D4_t=-58/49 | C25
f(x) = 49*x^6 - 58*x^4 - 58*x^2 + 49
RankBounds: [0, 6]
rank(G) = 6
finiteIndex = true, proved = false, ub2 = 6
RANK DETERMINAT: rank J(Q) = 6
"
curve_000026_3f1c5555f0266aca,3f1c5555f0266aca,49*x^6 - 74*x^4 - 74*x^2 + 49,families_construct_d4_reciprocal/d4_top_curves_summary.csv,26,d4_reciprocal,,,26,D4_t=-74/49,CURBA #26,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000026_3f1c5555f0266aca_3f1c5555f0266aca.xml,ok,21.296,120,50000,744584906,2.29-7,10.230,129.59MB,,0,6,,6,true,false,6,6,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000026_3f1c5555f0266aca | d4_reciprocal | D4_t=-74/49 | C26
f(x) = 49*x^6 - 74*x^4 - 74*x^2 + 49
RankBounds: [0, 6]
rank(G) = 6
finiteIndex = true, proved = false, ub2 = 6
RANK DETERMINAT: rank J(Q) = 6
"
curve_000027_e13a395bff433a05,e13a395bff433a05,81*x^6 - 56*x^4 - 56*x^2 + 81,families_construct_d4_reciprocal/d4_top_curves_summary.csv,27,d4_reciprocal,,,27,D4_t=-56/81,CURBA #27,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000027_e13a395bff433a05_e13a395bff433a05.xml,ok,21.258,120,50000,2766798034,2.29-7,10.789,129.59MB,,0,6,,6,true,false,6,6,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000027_e13a395bff433a05 | d4_reciprocal | D4_t=-56/81 | C27
f(x) = 81*x^6 - 56*x^4 - 56*x^2 + 81
RankBounds: [0, 6]
rank(G) = 6
finiteIndex = true, proved = false, ub2 = 6
RANK DETERMINAT: rank J(Q) = 6
"
curve_000028_b4965c42d0b9015c,b4965c42d0b9015c,49*x^6 - 113*x^4 - 113*x^2 + 49,families_construct_d4_reciprocal/d4_top_curves_summary.csv,28,d4_reciprocal,,,28,D4_t=-113/49,CURBA #28,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000028_b4965c42d0b9015c_b4965c42d0b9015c.xml,ok,19.207,120,50000,677737171,2.29-7,10.019,129.59MB,,0,6,,6,true,false,6,6,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000028_b4965c42d0b9015c | d4_reciprocal | D4_t=-113/49 | C28
f(x) = 49*x^6 - 113*x^4 - 113*x^2 + 49
RankBounds: [0, 6]
rank(G) = 6
finiteIndex = true, proved = false, ub2 = 6
RANK DETERMINAT: rank J(Q) = 6
"
curve_000029_5dcc1cb85af7b8b0,5dcc1cb85af7b8b0,121*x^6 - 47*x^4 - 47*x^2 + 121,families_construct_d4_reciprocal/d4_top_curves_summary.csv,29,d4_reciprocal,,,29,D4_t=-47/121,CURBA #29,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000029_5dcc1cb85af7b8b0_5dcc1cb85af7b8b0.xml,ok,21.834,120,50000,2699950280,2.29-7,12.589,129.59MB,,0,8,,8,true,false,8,8,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000029_5dcc1cb85af7b8b0 | d4_reciprocal | D4_t=-47/121 | C29
f(x) = 121*x^6 - 47*x^4 - 47*x^2 + 121
RankBounds: [0, 8]
rank(G) = 8
finiteIndex = true, proved = false, ub2 = 8
RANK DETERMINAT: rank J(Q) = 8
"
curve_000030_4d35f6bd188d64c7,4d35f6bd188d64c7,121*x^6 - 32*x^4 - 32*x^2 + 121,families_construct_d4_reciprocal/d4_top_curves_summary.csv,30,d4_reciprocal,,,30,D4_t=-32/121,CURBA #30,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000030_4d35f6bd188d64c7_4d35f6bd188d64c7.xml,ok,23.320,120,50000,2733634875,2.29-7,13.339,129.59MB,,0,8,,8,true,false,8,8,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000030_4d35f6bd188d64c7 | d4_reciprocal | D4_t=-32/121 | C30
f(x) = 121*x^6 - 32*x^4 - 32*x^2 + 121
RankBounds: [0, 8]
rank(G) = 8
finiteIndex = true, proved = false, ub2 = 8
RANK DETERMINAT: rank J(Q) = 8
"
curve_000031_3f5e96d8d7e6068d,3f5e96d8d7e6068d,9*x^6 + 138*x^4 + 138*x^2 + 9,families_construct_d4_reciprocal/d4_top_curves_summary.csv,31,d4_reciprocal,,,31,D4_t=46/3,CURBA #31,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000031_3f5e96d8d7e6068d_3f5e96d8d7e6068d.xml,ok,18.545,120,50000,2900491055,2.29-7,11.039,129.59MB,,0,6,,6,true,false,6,6,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000031_3f5e96d8d7e6068d | d4_reciprocal | D4_t=46/3 | C31
f(x) = 9*x^6 + 138*x^4 + 138*x^2 + 9
RankBounds: [0, 6]
rank(G) = 6
finiteIndex = true, proved = false, ub2 = 6
RANK DETERMINAT: rank J(Q) = 6
"
curve_000032_a198b1af1a4d804b,a198b1af1a4d804b,121*x^6 + 142*x^4 + 142*x^2 + 121,families_construct_d4_reciprocal/d4_top_curves_summary.csv,32,d4_reciprocal,,,32,D4_t=142/121,CURBA #32,26,28,,,,1,magma_rank_results_d4_reciprocal/xml/curve_000032_a198b1af1a4d804b_a198b1af1a4d804b.xml,ok,19.786,120,50000,610890031,2.29-7,13.099,129.59MB,,0,8,,8,true,false,8,8,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,GRH,,,"============================================================
curve_000032_a198b1af1a4d804b | d4_reciprocal | D4_t=142/121 | C32
f(x) = 121*x^6 + 142*x^4 + 142*x^2 + 121
RankBounds: [0, 8]
rank(G) = 8
finiteIndex = true, proved = false, ub2 = 8
RANK DETERMINAT: rank J(Q) = 8
"
